"label"	"Family"	"relative_abundance"	"mean_real_ab_per"
"M89-PT-A"	"Acetobacteraceae"	0.0011746855268954	0.11746855268954
"M89-PT-A"	"Acidaminococcaceae"	0.00169676798329336	0.169676798329336
"M89-PT-A"	"Actinomycetaceae"	0.00226779566997863	0.226779566997863
"M89-PT-A"	"Actinomycetales_Incertae_Sedis"	0.000114205537337053	0.0114205537337053
"M89-PT-A"	"Aeromonadaceae"	0.00657497593526178	0.657497593526178
"M89-PT-A"	"Akkermansiaceae"	0.0253862594423507	2.53862594423507
"M89-PT-A"	"Alicyclobacillaceae"	0.000163150767624362	0.0163150767624362
"M89-PT-A"	"Anaerovoracaceae"	0.000358931688773596	0.0358931688773596
"M89-PT-A"	"Bacillaceae"	0.000636287993735011	0.0636287993735011
"M89-PT-A"	"Bacteroidaceae"	0.120030019741243	12.0030019741243
"M89-PT-A"	"Barnesiellaceae"	0.00740704485014602	0.740704485014602
"M89-PT-A"	"Beijerinckiaceae"	0.00146835690861926	0.146835690861926
"M89-PT-A"	"Bifidobacteriaceae"	0.120796828349077	12.0796828349077
"M89-PT-A"	"Butyricicoccaceae"	0.00448664610966995	0.448664610966995
"M89-PT-A"	"Carnobacteriaceae"	0.00261041228198979	0.261041228198979
"M89-PT-A"	"Christensenellaceae"	0.000244726151436543	0.0244726151436543
"M89-PT-A"	"Clostridia_UCG-014"	0.000619972916972574	0.0619972916972574
"M89-PT-A"	"Comamonadaceae"	0.00323038519896236	0.323038519896236
"M89-PT-A"	"Coriobacteriaceae"	0.00760282577129525	0.760282577129525
"M89-PT-A"	"Corynebacteriaceae"	0.00172939813681823	0.172939813681823
"M89-PT-A"	"Diplorickettsiaceae"	0.000244726151436543	0.0244726151436543
"M89-PT-A"	"Eggerthellaceae"	0.00228411074674106	0.228411074674106
"M89-PT-A"	"Enterobacteriaceae"	0.0923107043218638	9.23107043218638
"M89-PT-A"	"Erysipelatoclostridiaceae"	0.0127420749514626	1.27420749514626
"M89-PT-A"	"Erysipelotrichaceae"	0.0078475519227318	0.78475519227318
"M89-PT-A"	"Fusobacteriaceae"	0.0059550030182892	0.59550030182892
"M89-PT-A"	"Gemellaceae"	0.00629761963030036	0.629761963030036
"M89-PT-A"	"Lachnospiraceae"	0.148907705610755	14.8907705610755
"M89-PT-A"	"Lactobacillaceae"	0.00097890460574617	0.097890460574617
"M89-PT-A"	"Leptotrichiaceae"	0.00218622028616645	0.218622028616645
"M89-PT-A"	"Marinifilaceae"	0.000375246765536032	0.0375246765536032
"M89-PT-A"	"Marinobacteraceae"	0.00239831628407812	0.239831628407812
"M89-PT-A"	"Microbacteriaceae"	0.00319775504543749	0.319775504543749
"M89-PT-A"	"Micrococcaceae"	0.00505767379635521	0.505767379635521
"M89-PT-A"	"Moraxellaceae"	0.0147977746235296	1.47977746235296
"M89-PT-A"	"Muribaculaceae"	0.000603657840210138	0.0603657840210138
"M89-PT-A"	"Neisseriaceae"	0.00156624736919387	0.156624736919387
"M89-PT-A"	"Nocardioidaceae"	0.000261041228198979	0.0261041228198979
"M89-PT-A"	"Oscillospiraceae"	0.00216990520940401	0.216990520940401
"M89-PT-A"	"Peptococcaceae"	0.000195780921149234	0.0195780921149234
"M89-PT-A"	"Peptostreptococcaceae"	0.000881014145171553	0.0881014145171553
"M89-PT-A"	"Peptostreptococcales-Tissierellales"	0.00145204183185682	0.145204183185682
"M89-PT-A"	"Porphyromonadaceae"	0.000375246765536032	0.0375246765536032
"M89-PT-A"	"Prevotellaceae"	0.0244399849901294	2.44399849901294
"M89-PT-A"	"Promicromonosporaceae"	0.00172939813681823	0.172939813681823
"M89-PT-A"	"Propionibacteriaceae"	0.00704811316137242	0.704811316137242
"M89-PT-A"	"Rhizobiaceae"	0.0021209599791167	0.21209599791167
"M89-PT-A"	"Rikenellaceae"	0.0354689768815362	3.54689768815362
"M89-PT-A"	"Ruminococcaceae"	0.212242833602532	21.2242833602532
"M89-PT-A"	"Saccharimonadaceae"	0.00156624736919387	0.156624736919387
"M89-PT-A"	"Streptococcaceae"	0.0721126392899678	7.21126392899678
"M89-PT-A"	"Streptomycetaceae"	0.0023004258235035	0.23004258235035
"M89-PT-A"	"Sutterellaceae"	0.00254515197494004	0.254515197494004
"M89-PT-A"	"Tannerellaceae"	0.0141614866297946	1.41614866297946
"M89-PT-A"	"Veillonellaceae"	0.00208832982559183	0.208832982559183
"M89-PT-A"	"Xanthobacteraceae"	0.000489452302873085	0.0489452302873085
"M89-PT-Ac"	"Acetobacteraceae"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Acidaminococcaceae"	0.000412751778584937	0.0412751778584937
"M89-PT-Ac"	"Actinomycetaceae"	0.00256656560501906	0.256656560501906
"M89-PT-Ac"	"Aerococcaceae"	0.000270164800528322	0.0270164800528322
"M89-PT-Ac"	"Aeromonadaceae"	0.00258907933839642	0.258907933839642
"M89-PT-Ac"	"Alicyclobacillaceae"	0.000157596133641521	0.0157596133641521
"M89-PT-Ac"	"Anaerovoracaceae"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"Bacillaceae"	0.000450274667547204	0.0450274667547204
"M89-PT-Ac"	"Bacteroidaceae"	0.35106414913097	35.106414913097
"M89-PT-Ac"	"Barnesiellaceae"	0.0026416113829436	0.26416113829436
"M89-PT-Ac"	"Beijerinckiaceae"	0.000510311289886831	0.0510311289886831
"M89-PT-Ac"	"Bifidobacteriaceae"	0.000585357067811365	0.0585357067811365
"M89-PT-Ac"	"Bryobacteraceae"	3.00183111698136e-05	0.00300183111698136
"M89-PT-Ac"	"Butyricicoccaceae"	0.00111818209107556	0.111818209107556
"M89-PT-Ac"	"Campylobacteraceae"	0.0389262450094558	3.89262450094558
"M89-PT-Ac"	"Carnobacteriaceae"	0.000247651067150962	0.0247651067150962
"M89-PT-Ac"	"Clostridia_UCG-014"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Clostridiaceae"	0.00923813526251013	0.923813526251013
"M89-PT-Ac"	"Comamonadaceae"	0.000968090535226488	0.0968090535226488
"M89-PT-Ac"	"Coriobacteriaceae"	0.00596613934500045	0.596613934500045
"M89-PT-Ac"	"Corynebacteriaceae"	0.0124425899798877	1.24425899798877
"M89-PT-Ac"	"Diplorickettsiaceae"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Eggerthellaceae"	0.00134331942484916	0.134331942484916
"M89-PT-Ac"	"Enterobacteriaceae"	0.00762465103713265	0.762465103713265
"M89-PT-Ac"	"Enterococcaceae"	0.0690120973794014	6.90120973794014
"M89-PT-Ac"	"Erwiniaceae"	0.000292678533905682	0.0292678533905682
"M89-PT-Ac"	"Erysipelatoclostridiaceae"	0.00548584636628343	0.548584636628343
"M89-PT-Ac"	"Erysipelotrichaceae"	0.00393239876324558	0.393239876324558
"M89-PT-Ac"	"Exiguobacteraceae"	0.000292678533905682	0.0292678533905682
"M89-PT-Ac"	"Flavobacteriaceae"	0.000180109867018882	0.0180109867018882
"M89-PT-Ac"	"Fusobacteriaceae"	0.247380902350434	24.7380902350434
"M89-PT-Ac"	"Gemellaceae"	0.00278419836100021	0.278419836100021
"M89-PT-Ac"	"Geminicoccaceae"	2.25137333773602e-05	0.00225137333773602
"M89-PT-Ac"	"Halomonadaceae"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"Hydrogenophilaceae"	0.00132831026926425	0.132831026926425
"M89-PT-Ac"	"Kaistiaceae"	0.000225137333773602	0.0225137333773602
"M89-PT-Ac"	"Lachnospiraceae"	0.108591240656801	10.8591240656801
"M89-PT-Ac"	"Legionellaceae"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Leptotrichiaceae"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Magnetospirillaceae"	0.00202623600396242	0.202623600396242
"M89-PT-Ac"	"Marinifilaceae"	0.000337706000660403	0.0337706000660403
"M89-PT-Ac"	"Marinobacteraceae"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"Microbacteriaceae"	0.0019962176927926	0.19962176927926
"M89-PT-Ac"	"Micrococcaceae"	0.000157596133641521	0.0157596133641521
"M89-PT-Ac"	"Moraxellaceae"	0.0040899948968871	0.40899948968871
"M89-PT-Ac"	"Muribaculaceae"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Mycoplasmataceae"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Nocardioidaceae"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Oscillospiraceae"	0.000600366223396272	0.0600366223396272
"M89-PT-Ac"	"Oxalobacteraceae"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"P5D1-392"	0.000112568666886801	0.0112568666886801
"M89-PT-Ac"	"Peptococcaceae"	4.50274667547204e-05	0.00450274667547204
"M89-PT-Ac"	"Peptostreptococcaceae"	0.0448623660432864	4.48623660432864
"M89-PT-Ac"	"Peptostreptococcales-Tissierellales"	0.00234142827124546	0.234142827124546
"M89-PT-Ac"	"Planococcaceae"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Porphyromonadaceae"	0.000495302134301924	0.0495302134301924
"M89-PT-Ac"	"Prevotellaceae"	0.0109116561102272	1.09116561102272
"M89-PT-Ac"	"Propionibacteriaceae"	0.00236394200462282	0.236394200462282
"M89-PT-Ac"	"RF39"	0.000998108846396302	0.0998108846396302
"M89-PT-Ac"	"Rhizobiaceae"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"Rikenellaceae"	0.000180109867018882	0.0180109867018882
"M89-PT-Ac"	"Ruminococcaceae"	0.0246450334704169	2.46450334704169
"M89-PT-Ac"	"Selenomonadaceae"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"Sphingobacteriaceae"	0.000135082400264161	0.0135082400264161
"M89-PT-Ac"	"Stappiaceae"	0.000157596133641521	0.0157596133641521
"M89-PT-Ac"	"Streptococcaceae"	0.00808243028247231	0.808243028247231
"M89-PT-Ac"	"Streptomycetaceae"	0.00245399693813226	0.245399693813226
"M89-PT-Ac"	"Synergistaceae"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"Tannerellaceae"	0.000990604268603848	0.0990604268603848
"M89-PT-Ac"	"Thermicanaceae"	0.000540329601056645	0.0540329601056645
"M89-PT-Ac"	"Veillonellaceae"	0.00869780566145349	0.869780566145349
"M89-PT-Ac"	"Xanthobacteraceae"	0.00263410680515114	0.263410680515114
"M89-PT-Ac"	"Xanthomonadaceae"	6.75412001320806e-05	0.00675412001320806
"M89-PT-Ac"	"[Clostridium]_methylpentosum_group"	9.00549335094408e-05	0.00900549335094408
"M89-PT-Ac"	"[Eubacterium]_coprostanoligenes_group"	0.000135082400264161	0.0135082400264161
"M89-PT-NC"	"0319-6G20"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"Acidaminococcaceae"	0.00880390843935223	0.880390843935223
"M89-PT-NC"	"Actinomycetaceae"	0.00146318478287826	0.146318478287826
"M89-PT-NC"	"Actinomycetales_Incertae_Sedis"	0.000247997420826823	0.0247997420826823
"M89-PT-NC"	"Akkermansiaceae"	0.000446395357488282	0.0446395357488282
"M89-PT-NC"	"Anaerovoracaceae"	0.000371996131240235	0.0371996131240235
"M89-PT-NC"	"Atopobiaceae"	0.000272797162909506	0.0272797162909506
"M89-PT-NC"	"Bacillaceae"	0.00979589812265953	0.979589812265953
"M89-PT-NC"	"Bacteriovoracaceae"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Bacteroidaceae"	0.423182798898891	42.3182798898891
